id,package_name,version,depends,predepends,description
1068,libxfixes3,1:5.0.1-1ubuntu1," libc6 (>= 2.14), libx11-6 (>= 2:1.4.99.1)",multiarch-support,X11 miscellaneous 'fixes' extension library
1069,python-glade2,2.24.0-3ubuntu3," python (>= 2.7), python (<< 2.8), libc6 (>= 2.2.5), libglade2-0 (>= 1:2.6.4-2~), libglib2.0-0 (>= 2.12.0), libgtk2.0-0 (>= 2.18.0), python-gtk2 (= 2.24.0-3ubuntu3)",,GTK+ bindings: Glade support
1070,libsndfile1,1.0.25-7ubuntu2," libc6 (>= 2.14), libflac8 (>= 1.3.0), libogg0 (>= 1.0rc3), libvorbis0a (>= 1.2.3), libvorbisenc2 (>= 1.1.2)",multiarch-support,Library for reading/writing audio files
1071,gir1.2-notify-0.7,0.7.6-1ubuntu3," gir1.2-gdkpixbuf-2.0, gir1.2-glib-2.0, libnotify4 (>= 0.7.3)",,sends desktop notifications to a notification daemon (Introspection files)
1072,livecd-tools,21.2.15-beta," python-apt, python-selinux, python-pykickstart, syslinux, squashfs-tools, mkisofs, dpkg-dev, build-essential, debhelper, debootstrap",,cbs creating iso file
1073,libgutenprint2,5.2.10~pre2-0ubuntu2, libc6 (>= 2.14),multiarch-support,runtime for the Gutenprint printer driver library
1074,xserver-xorg-video-r128,6.9.2-1build1," libc6 (>= 2.14), xorg-video-abi-15, xserver-xorg-core (>= 2:1.14.99.902)",,X.Org X server -- ATI r128 display driver
1075,liblouis2,2.5.3-2ubuntu1," libc6 (>= 2.14), liblouis-data",multiarch-support,Braille translation library - shared libs
1076,libindicator3-7,12.10.2+14.04.20140402-0ubuntu1," libc6 (>= 2.2.5), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.5.18)",multiarch-support,panel indicator applet - shared library
1077,im-config,0.24-1ubuntu4.1," zenity | kde-baseapps-bin | dialog, gettext-base",,Input method configuration framework
1078,libcanberra-pulse,0.30-0ubuntu3," libc6 (>= 2.3.4), libcanberra0 (= 0.30-0ubuntu3), libpulse0 (>= 1:0.99.1), pulseaudio",,PulseAudio backend for libcanberra
1079,python3-lxml,3.3.3-1ubuntu0.1," python3 (>= 3.4~), python3 (<< 3.5), libc6 (>= 2.14), libxml2 (>= 2.9.0), libxslt1.1 (>= 1.1.26)",,pythonic binding for the libxml2 and libxslt libraries
1080,xdg-utils,1.1.0~rc1-2ubuntu7.1,,,desktop integration utilities from freedesktop.org
1081,whoopsie,0.2.24.6," libc6 (>= 2.14), libcurl3 (>= 7.16.2), libglib2.0-0 (>= 2.31.8), libwhoopsie0 (= 0.2.24.6), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), adduser",,Ubuntu error tracker submission
1082,unattended-upgrades,0.82.1ubuntu2," debconf (>= 0.5) | debconf-2.0, debconf, python3, python3-apt, apt-utils, apt, ucf, lsb-release, lsb-base (>= 3.2-14), xz-utils",,automatic installation of security upgrades
1083,libaccountsservice0,0.6.35-0ubuntu7," libc6 (>= 2.2.5), libgcr-base-3-1 (>= 3.8.0), libglib2.0-0 (>= 2.37.3), libsystemd-login0 (>= 186)",,query and manipulate user account information - shared libraries
1084,libgusb2,0.1.6-5," libc6 (>= 2.4), libglib2.0-0 (>= 2.37.3), libgudev-1.0-0 (>= 146), libusb-1.0-0 (>= 2:1.0.8)",multiarch-support,GLib wrapper around libusb1
1085,libfs6,2:1.0.5-1, libc6 (>= 2.15),multiarch-support,X11 Font Services library
1086,mysql-utilities,1.3.5-2," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), python-mysql.connector (>= 1.1.5)",,collection of scripts for managing MySQL servers
1087,libnautilus-extension1a,1:3.10.1-0ubuntu9.3," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.0.0)",,libraries for nautilus components - runtime version
1088,fonts-nanum,20131007-1,,dpkg (>= 1.15.7.2),Nanum Korean fonts
1089,libtcl8.6,8.6.1-4ubuntu1," tzdata, libc6 (>= 2.15), zlib1g (>= 1:1.2.2)",multiarch-support,Tcl (the Tool Command Language) v8.6 - run-time library files
1090,debconf-i18n,1.5.51ubuntu2," debconf, liblocale-gettext-perl, libtext-iconv-perl, libtext-wrapi18n-perl, libtext-charwidth-perl",,full internationalization support for debconf
1091,ubuntu-release-upgrader-core,1:0.220.2," python3, python3:any (>= 3.2~), python3-distupgrade (= 1:0.220.2)",,manage release upgrades
1092,libxmu6,2:1.1.1-1," libc6 (>= 2.14), libx11-6, libxext6, libxt6",multiarch-support,X11 miscellaneous utility library
1093,libqtwebkit4,2.3.2-0ubuntu7," libc6 (>= 2.14), libfontconfig1 (>= 2.9.0), libgcc1 (>= 1:4.1.1), libgl1-mesa-glx | libgl1, libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.0.0), libgstreamer1.0-0 (>= 1.0.0), libjpeg8 (>= 8c), libpng12-0 (>= 1.2.13-4), libqt4-network (>= 4:4.7.0~beta1), libqt4-opengl (>= 4:4.5.3), libqtcore4 (>= 4:4.8.4), libqtgui4 (>= 4:4.8.0), libsqlite3-0 (>= 3.5.9), libstdc++6 (>= 4.2.1), libx11-6, libxml2 (>= 2.7.4), libxrender1, libxslt1.1 (>= 1.1.25), zlib1g (>= 1:1.2.0)",multiarch-support,Web content engine library for Qt
1094,fonts-tlwg-typist,1:0.5.1-3,,,Thai TlwgTypist font
1095,libqt5qml5,5.2.1-3ubuntu15.1," libc6 (>= 2.14), libqt5core5a (>= 5.2.0), libqt5network5 (>= 5.0.2), libstdc++6 (>= 4.1.1), qtbase-abi-5-2-1",multiarch-support,Qt 5 QML module
1096,libgs9-common,9.10~dfsg-0ubuntu10.2,,,interpreter for the PostScript language and for PDF - common files
1097,fuse,2.9.2-4ubuntu4," libc6 (>= 2.14), libfuse2 (= 2.9.2-4ubuntu4), adduser, mount (>= 2.19.1), sed (>= 4), udev | makedev",,Filesystem in Userspace
1098,webapp-container,0.23+14.04.20140428-0ubuntu1," libc6 (>= 2.2.5), libgcc1 (>= 1:4.1.1), libqt5core5a (>= 5.0.2), libqt5gui5 (>= 5.0.2) | libqt5gui5-gles (>= 5.0.2), libqt5network5 (>= 5.0.2), libqt5qml5 (>= 5.0.2), libqt5quick5 (>= 5.2.0~rc1) | libqt5quick5-gles (>= 5.2.0~rc1), libqt5widgets5 (>= 5.0.2), libstdc++6 (>= 4.1.1), qtdeclarative-abi-5-2-1, unity-webapps-qml, libqt5webkit5-qmlwebkitplugin, webbrowser-app (= 0.23+14.04.20140428-0ubuntu1)",,Ubuntu web applications container
1099,acpid,1:2.0.21-1ubuntu2," libc6 (>= 2.15), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), lsb-base (>= 3.2-14), kmod",,Advanced Configuration and Power Interface event daemon
1100,libuser1,1:0.56.9.dfsg.1-1.2ubuntu2," libc6 (>= 2.14), libglib2.0-0 (>= 2.16.0)",,user and group account administration library (shared libraries)
1101,grep,2.16-1, dpkg (>= 1.15.4) | install-info,"libc6 (>= 2.14), libpcre3","GNU grep, egrep and fgrep"
1102,cracklib-runtime,2.9.1-1build1," file, libcrack2 (>= 2.9.1-1build1), libc6 (>= 2.4)",,runtime support for password checker library cracklib2
1103,python3-markupsafe,0.18-1build2," python3 (>= 3.4~), python3 (<< 3.5), libc6 (>= 2.14)",,HTML/XHTML/XML string library for Python 3
1104,fonts-tlwg-garuda,1:0.5.1-3,,,Thai Garuda font
1105,libqt5positioning5,5.2.1-1ubuntu2," libc6 (>= 2.14), libqt5core5a (>= 5.0.2), libstdc++6 (>= 4.1.1), qtbase-abi-5-2-1",multiarch-support,Qt Positioning module
1106,gir1.2-edataserver-1.2,3.10.4-0ubuntu1.1," gir1.2-freedesktop, gir1.2-glib-2.0, libedataserver-1.2-18 (>= 3.10.0)",,GObject introspection for the EDataServer library
1107,python-paramiko,1.10.1-1git1build1," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), python-crypto (>= 2.1.0-2)",,Make ssh v2 connections with Python (Python 2)
1108,glib-networking-services,2.40.0-1," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.39.3), libproxy1 (>= 0.4.7), glib-networking-common (= 2.40.0-1)",,network-related giomodules for GLib - D-Bus services
1109,smbclient,2:4.3.8+dfsg-0ubuntu0.14.04.2," samba-common (= 2:4.3.8+dfsg-0ubuntu0.14.04.2), libarchive13, libbsd0 (>= 0.0), libc6 (>= 2.14), libpopt0 (>= 1.14), libreadline6 (>= 6.0), libsmbclient (>= 2:4.0.3+dfsg1), libtalloc2 (>= 2.0.4~git20101213), libtevent0 (>= 0.9.9), samba-libs (= 2:4.3.8+dfsg-0ubuntu0.14.04.2)",dpkg (>= 1.15.6~),command-line SMB/CIFS clients for Unix
1110,libnl-genl-3-200,3.2.21-1," libnl-3-200 (= 3.2.21-1), libc6 (>= 2.4)",multiarch-support,library for dealing with netlink sockets - generic netlink
1111,libavahi-gobject0,0.6.31-4ubuntu1," libavahi-client3 (>= 0.6.16), libavahi-common3 (>= 0.6.16), libavahi-glib1 (>= 0.6.16), libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3)",multiarch-support,Avahi GObject library
1112,fcitx-config-gtk,0.4.7-1-1cdos1," fcitx-libs (>= 4.2.8.1), fcitx-libs-gclient (>= 4.2.7), libc6 (>= 2.8), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.3.16), fcitx-config-common (= 0.4.7-1-1cdos1), gnome-icon-theme-symbolic",,graphic Fcitx configuration tool - Gtk+ 3 version
1113,libappindicator3-1,12.10.1+13.10.20130920-0ubuntu4," libc6 (>= 2.2.5), libdbusmenu-glib4 (>= 0.4.2), libdbusmenu-gtk3-4 (>= 0.4.2), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.0.0), libindicator3-7 (>= 0.4.90)",multiarch-support,Application Indicators
1114,libaprutil1-ldap,1.5.3-1," libaprutil1 (= 1.5.3-1), libc6 (>= 2.2.5), libldap-2.4-2 (>= 2.4.7)",,Apache Portable Runtime Utility Library - LDAP Driver
1115,attr,1:2.4.47-1ubuntu1," libattr1 (= 1:2.4.47-1ubuntu1), libc6 (>= 2.4)",,Utilities for manipulating filesystem extended attributes
1116,plymouth-label,0.8.8-0ubuntu17," libplymouth2 (= 0.8.8-0ubuntu17), plymouth (= 0.8.8-0ubuntu17), fonts-dejavu-core, libc6 (>= 2.2.5), libcairo2 (>= 1.2.4), libglib2.0-0 (>= 2.12.0), libpango-1.0-0 (>= 1.14.0), libpangocairo-1.0-0 (>= 1.14.0)",,graphical boot animation and logger - label control
1117,busybox-static,1:1.21.0-1ubuntu1,,,Standalone rescue shell with tons of builtin utilities
1118,libfolks25,0.9.5-1ubuntu5," libc6 (>= 2.3.4), libgee-0.8-2 (>= 0.8.3), libglib2.0-0 (>= 2.37.3), folks-common (= 0.9.5-1ubuntu5)",multiarch-support,library to aggregates people into metacontacts
1119,gcc-4.8-base,4.8.2-19ubuntu1,,,"GCC, the GNU Compiler Collection (base package)"
1120,squashfs-tools,1:4.2+20130409-2," libc6 (>= 2.14), liblzma5 (>= 5.1.1alpha+20110809), liblzo2-2, zlib1g (>= 1:1.1.4)",,Tool to create and append to squashfs filesystems
1121,libxcb-sync1,1.10-2ubuntu1," libc6 (>= 2.14), libxcb1",multiarch-support,"X C Binding, sync extension"
1122,libx86-1,1.1+ds1-10, libc6 (>= 2.7),multiarch-support,x86 real-mode library
1123,qpdf,5.1.1-1," libc6 (>= 2.4), libgcc1 (>= 1:4.1.1), libqpdf13 (>> 5.0.0~), libstdc++6 (>= 4.4.0)",,tools for and transforming and inspecting PDF files
1124,plymouth,0.8.8-0ubuntu17," initramfs-tools, libplymouth2 (= 0.8.8-0ubuntu17), mountall (>= 2.0), upstart (>= 1.11-0ubuntu3), udev (>= 166-0ubuntu4), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), libc6 (>= 2.14), libdbus-1-3 (>= 1.1.1), libdrm2 (>= 2.4.25), libtinfo5",,graphical boot animation and logger - main package
1125,libhpmud0,3.14.3-0ubuntu3.2," libc6 (>= 2.15), libsnmp30 (>= 5.7.2~dfsg), libusb-1.0-0 (>= 2:1.0.8)",,HP Multi-Point Transport Driver (hpmud) run-time libraries
1126,yelp,3.10.2-0ubuntu1," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.0.0), libwebkitgtk-3.0-0 (>= 1.3.10), libyelp0 (= 3.10.2-0ubuntu1), dconf-gsettings-backend | gsettings-backend, yelp-xsl (>= 3.1.2), man-db (>= 2.5.1-1)",,Help browser for GNOME
1127,libdrm-nouveau2,2.4.52-1," libc6 (>= 2.14), libdrm2 (>= 2.4.38)",multiarch-support,Userspace interface to nouveau-specific kernel DRM services -- runtime
1128,unity-lens-applications,7.1.0+13.10.20131011-0ubuntu2," libc6 (>= 2.2.5), libcolumbus1 (>= 1.0.0+13.10.20130814.1), libdb5.3, libdee-1.0-4 (>= 1.0.2), libgcc1 (>= 1:4.1.1), libgee2 (>= 0.5.0), libglib2.0-0 (>= 2.37.3), libgnome-menu-3-0 (>= 3.2.0.1), libstdc++6 (>= 4.2.1), libunity-protocol-private0 (>= 7.1.3+14.04.20131029.1), libunity9 (>= 7.1.0+13.10.20130828.1), libxapian22, libzeitgeist-1.0-1 (>= 0.3.2), dconf-gsettings-backend | gsettings-backend, unity-common-7.0 | unity-common (>= 7.0.0)",,Application lens for unity
1129,python-cups,1.9.66-0ubuntu2," python (>= 2.7), python (<< 2.8), libc6 (>= 2.14), libcups2 (>= 1.6.0)",,Python bindings for CUPS
1130,ghostscript-x,9.10~dfsg-0ubuntu10.2," libc6 (>= 2.14), libx11-6, libxt6, ghostscript (= 9.10~dfsg-0ubuntu10.2)",,interpreter for the PostScript language and for PDF - X11 support
1131,libxtables10,1.4.21-1ubuntu1, libc6 (>= 2.14),,netfilter xtables library
1132,libqt5sql5,5.2.1+dfsg-1ubuntu14.2," libc6 (>= 2.14), libqt5core5a (>= 5.2.0), libstdc++6 (>= 4.1.1), qtbase-abi-5-2-1","dpkg (>= 1.15.6~), multiarch-support",Qt 5 SQL module
1133,python3-gdbm,3.4.0-0ubuntu1," python3 (>= 3.4), python3 (<< 3.5), libc6 (>= 2.4), libgdbm3 (>= 1.8.3)",,GNU dbm database support for Python 3.x
1134,kbd,1.15.5-1ubuntu1," libc6 (>= 2.14), console-setup, lsb-base (>= 3.0-10), initramfs-tools",dpkg (>= 1.15.7.2),Linux console font and keytable utilities
1135,linux-image-generic,3.13.0.32.38," linux-image-3.13.0-32-generic, linux-image-extra-3.13.0-32-generic, linux-firmware",,Generic Linux kernel image
1136,indicator-datetime,13.10.0+14.04.20140415.3-0ubuntu1," libc6 (>= 2.4), libcanberra0 (>= 0.2), libecal-1.2-16 (>= 3.7.90), libedataserver-1.2-18 (>= 3.5.91), libgcc1 (>= 1:4.1.1), libglib2.0-0 (>= 2.37.0), libical1 (>= 1.0), libnotify4 (>= 0.7.6), libstdc++6 (>= 4.6), liburl-dispatcher1 (>= 0.1), dconf-gsettings-backend | gsettings-backend, systemd-services, systemd-shim",,Simple clock
1137,toshset,1.76-4," libc6 (>= 2.7), libgcc1 (>= 1:4.1.1), libpci3 (>= 1:3.1.8-2), libstdc++6 (>= 4.1.1)",,Access much of the Toshiba laptop hardware interface
1138,unity-control-center,14.04.3+14.04.20140604-0ubuntu1," session-migration, libaccountsservice0 (>= 0.6.34), libatk1.0-0 (>= 1.12.4), libc6 (>= 2.7), libcairo2 (>= 1.10.0), libcanberra-gtk3-0 (>= 0.25), libcanberra0 (>= 0.2), libcheese-gtk23 (>= 3.4.0), libcheese7 (>= 3.0.1), libcolord1 (>= 0.1.29), libcups2 (>= 1.6.0), libdbus-glib-1-2 (>= 0.78), libfontconfig1 (>= 2.9.0), libgdk-pixbuf2.0-0 (>= 2.23.0), libgl1-mesa-glx | libgl1, libglib2.0-0 (>= 2.37.3), libgnome-bluetooth11 (>= 3.4.0), libgnome-desktop-3-7 (>= 3.7.3), libgnome-menu-3-0 (>= 3.2.0.1), libgtk-3-0 (>= 3.10.0), libgtop2-7 (>= 2.22.3), libibus-1.0-5 (>= 1.5.1), libkrb5-3 (>= 1.8+dfsg), libnm-glib4 (>= 0.9.2.0+git201202091648.c24c4d4), libnm-gtk0 (>= 0.9.1.95), libnm-util2 (>= 0.9.1.90+git.20111206t233146.dff0d2a), libnotify4 (>= 0.7.3), libpango-1.0-0 (>= 1.18.0), libpangocairo-1.0-0 (>= 1.18.0), libpolkit-gobject-1-0 (>= 0.99), libpulse-mainloop-glib0 (>= 1:0.99.1), libpulse0 (>= 1:0.99.1), libpwquality1 (>= 1.1.0), libtimezonemap1 (>= 0.4.1), libunity-control-center1 (>= 14.04.0), libupower-glib1 (>= 0.9.2), libwacom2 (>= 0.7), libwebkitgtk-3.0-0 (>= 1.3.10), libx11-6, libxi6 (>= 2:1.2.99.4), libxml2 (>= 2.7.4), accountsservice, apg, desktop-file-utils, gkbd-capplet (>= 3.5.90), gnome-desktop3-data, gnome-icon-theme (>= 2.24), gnome-icon-theme-symbolic, gnome-menus (>= 2.12.0), unity-settings-daemon, gsettings-desktop-schemas (>= 3.5.91), gsettings-ubuntu-schemas (>= 0.0.1+14.04.20140224), ibus, indicator-bluetooth, indicator-datetime, indicator-keyboard, indicator-power, indicator-sound",,utilities to configure the GNOME desktop
1139,libreoffice-pdfimport,1:4.2.4-0ubuntu2," libreoffice-core, libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libpoppler44 (>= 0.24.5), libstdc++6 (>= 4.6), uno-libs3 (>= 4.1.0~alpha), ure, zlib1g (>= 1:1.1.4)",,PDF Import component for LibreOffice
1140,libqt4-designer,4:4.8.5+git192-g085f851+dfsg-2ubuntu4," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libqt4-script (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libqt4-xml (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libqtcore4 (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libqtgui4 (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libstdc++6 (>= 4.1.1)",multiarch-support,Qt 4 designer module
1141,libidl-common,0.8.14-0.2ubuntu4, cpp,,library for parsing CORBA IDL files (common files)
1142,libasan0,4.8.2-19ubuntu1," gcc-4.8-base (= 4.8.2-19ubuntu1), libc6 (>= 2.4), libgcc1 (>= 1:4.1.1)",multiarch-support,AddressSanitizer -- a fast memory error detector
1143,libcurl3,7.35.0-1ubuntu2," libc6 (>= 2.17), libgssapi-krb5-2 (>= 1.10+dfsg~), libidn11 (>= 1.13), libldap-2.4-2 (>= 2.4.7), librtmp0 (>= 2.3), libssl1.0.0 (>= 1.0.1), zlib1g (>= 1:1.1.4)",multiarch-support,easy-to-use client-side URL transfer library (OpenSSL flavour)
1144,libxdamage1,1:1.1.4-1ubuntu1," libc6 (>= 2.2.5), libx11-6 (>= 2:1.4.99.1)",multiarch-support,X11 damaged region extension library
1145,x11-xserver-utils,7.7+2ubuntu1," libc6 (>= 2.14), libice6 (>= 1:1.0.0), libx11-6, libxaw7, libxcursor1 (>> 1.1.2), libxext6, libxi6, libxmu6, libxmuu1, libxrandr2 (>= 2:1.4.0), libxt6, libxxf86vm1, cpp",,X server utilities
1146,libxaw7,2:1.0.12-1," libc6 (>= 2.15), libx11-6, libxext6, libxmu6, libxpm4, libxt6",multiarch-support,X11 Athena Widget library
1147,php5-common,5.5.9+dfsg-1ubuntu4.18," libc6 (>= 2.14), sed (>= 4.1.1-1), psmisc (>= 22.15-1~), lsof, ucf, php5-json",,Common files for packages built from the php5 source
1148,libijs-0.35,0.35-8build1, libc6 (>= 2.14),,IJS raster image transport protocol: shared library
1149,keyboard-configuration,1.70ubuntu8," debconf (>= 1.5.34), liblocale-gettext-perl",,system-wide keyboard preferences
1150,upstart,1.12.1-0ubuntu4.2," libc6 (>= 2.15), libdbus-1-3 (>= 1.2.16), libjson-c2 (>= 0.10), libnih-dbus1 (>= 1.0.0), libnih1 (>= 1.0.0), libselinux1 (>= 1.32), libudev1 (>= 183), sysvinit-utils, initscripts, mountall, ifupdown (>= 0.6.10ubuntu5), libjson0 (>= 0.10-1.1ubuntu1), debianutils (>= 4)",,event-based init daemon
1151,printer-driver-postscript-hp,3.14.3-0ubuntu3.2," python3, xz-utils, hplip (>= 3.14.3-0ubuntu3.2)",,HP Printers PostScript Descriptions
1152,telepathy-idle,0.2.0-1," libc6 (>= 2.4), libdbus-glib-1-2 (>= 0.88), libglib2.0-0 (>= 2.32), libtelepathy-glib0 (>= 0.22)",,IRC connection manager for Telepathy
1153,xserver-xorg-video-neomagic,1:1.2.8-1build1," libc6 (>= 2.14), xorg-video-abi-15, xserver-xorg-core (>= 2:1.14.99.902)",,X.Org X server -- Neomagic display driver
1154,libmysqlclient18,5.5.49-0ubuntu0.14.04.1," mysql-common (>= 5.5.49-0ubuntu0.14.04.1), libc6 (>= 2.17), zlib1g (>= 1:1.1.4)",multiarch-support,MySQL database client library
1155,mlocate,0.26-1ubuntu1," libc6 (>= 2.14), adduser",,quickly find files on the filesystem based on their name
1156,libavahi-core7,0.6.31-4ubuntu1," libavahi-common3 (>= 0.6.16), libc6 (>= 2.15)",multiarch-support,Avahi's embeddable mDNS/DNS-SD library
1157,ureadahead,0.100.0-16," e2fslibs (>= 1.42.2), libblkid1 (>= 2.16), libc6 (>= 2.4), libnih1 (>= 1.0.0), upstart (>= 0.6.0)",,Read required files in advance
1158,unity-scope-video-remote,0.3.15+13.10.20130920-0ubuntu1," libc6 (>= 2.2.5), libgee2 (>= 0.5.0), libglib2.0-0 (>= 2.27), libjson-glib-1.0-0 (>= 0.12.0), libsoup-gnome2.4-1 (>= 2.27.4), libsoup2.4-1 (>= 2.24.3), libunity9 (>= 7.0.9+13.10.20130723), libzeitgeist-1.0-1 (>= 0.3.14)",,Remote videos engine
1159,command-not-found-data,0.3ubuntu12,,,Set of data files for command-not-found.
1160,printer-driver-gutenprint,5.2.10~pre2-0ubuntu2," libc6 (>= 2.14), libcups2 (>= 1.4.0), libcupsimage2 (>= 1.4.0), libgutenprint2 (>= 5.2.10~pre2), libusb-1.0-0 (>= 2:1.0.9), cups (>= 1.3.0), cups-client (>= 1.3.0), cups-filters (>= 1.0.36) | ghostscript-cups",,printer drivers for CUPS
1161,ftp,0.17-28," libc6 (>= 2.15), libreadline6 (>= 6.0), netbase",,classical file transfer client
1162,libpipeline1,1.3.0-1, libc6 (>= 2.15),multiarch-support,pipeline manipulation library
1163,libgnomekbd-common,3.6.0-0ubuntu2, dconf-gsettings-backend | gsettings-backend,,GNOME library to manage keyboard configuration - common files
1164,python-tdb,1.3.8-0ubuntu0.14.04.1," libtdb1 (= 1.3.8-0ubuntu0.14.04.1), python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), libc6 (>= 2.2.5), libpython2.7 (>= 2.7)",,Python bindings for TDB
1165,bash-completion,1:2.1-4, bash (>= 3.2),dpkg (>= 1.15.7.2~),programmable completion for the bash shell
1166,python3-brlapi,5.0-2ubuntu2," libbrlapi0.6, libc6 (>= 2.14), python3 (>= 3.4~), python3 (<< 3.5)",,Braille display access via BRLTTY - Python3 bindings
1167,gvfs-libs,1.20.1-1ubuntu1," libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3), libsecret-1-0 (>= 0.7), gvfs-common (= 1.20.1-1ubuntu1)",,userspace virtual filesystem - private libraries
1168,obexd-client,0.46-1ubuntu7," libbluetooth3 (>= 4.91), libc6 (>= 2.14), libdbus-1-3 (>= 1.1.1), libglib2.0-0 (>= 2.28.0)",,D-Bus OBEX client
1169,libsasl2-modules,2.1.25.dfsg1-17build1," libc6 (>= 2.14), libssl1.0.0 (>= 1.0.0)",,Cyrus SASL - pluggable authentication modules
1170,python-simplegeneric,0.8.1-1," python2.7, python (>= 2.7.1-0ubuntu2), python (<< 2.8)",,simple generic functions for Python
1171,libsasl2-2,2.1.25.dfsg1-17build1," libc6 (>= 2.15), libsasl2-modules-db (>= 2.1.25.dfsg1-17build1)",multiarch-support,Cyrus SASL - authentication abstraction library
1172,passwd,1:4.1.5.1-1ubuntu9," libc6 (>= 2.14), libpam0g (>= 0.99.7.1), libselinux1 (>= 1.32), libsemanage1 (>= 2.0.3), libpam-modules, debianutils (>= 2.15.2)",,change and administer password and group data
1173,libiec61883-0,1.2.0-0.1ubuntu3," libc6 (>= 2.3.4), libraw1394-11",multiarch-support,an partial implementation of IEC 61883
1174,bsdmainutils,9.0.5ubuntu1," libc6 (>= 2.14), libtinfo5, bsdutils (>= 3.0-0), debianutils (>= 1.8)",,collection of more utilities from FreeBSD
1175,libgdk-pixbuf2.0-common,2.30.7-0ubuntu1,,,GDK Pixbuf library - data files
1176,hostname,3.15ubuntu1,,libc6 (>= 2.4),utility to set/show the host name or domain name
1177,libnetfilter-conntrack3,1.0.4-1," libc6 (>= 2.14), libmnl0, libnfnetlink0",multiarch-support,Netfilter netlink-conntrack library
1178,libgnome2-bin,2.32.1-4ubuntu1," libc6 (>= 2.3.4), libglib2.0-0 (>= 2.18.0), libgnome2-0 (>= 2.17.3)",,The GNOME library - binary files
1179,printer-driver-foo2zjs,20140209dfsg0-1ubuntu1," libc6 (>= 2.14), libcups2 (>= 1.4.0), libjbig0 (>= 2.0), mscompress, foomatic-filters, dc, printer-driver-foo2zjs-common (>= 20140209dfsg0-1ubuntu1)",,printer driver for ZjStream-based printers
1180,xkb-data,2.10.1-1ubuntu1,,,X Keyboard Extension (XKB) configuration data
1181,fakeroot,1.20-3ubuntu2," libc6 (>= 2.15), libfakeroot (>= 1.20-3ubuntu2)",,tool for simulating superuser privileges
1182,dmz-cursor-theme,0.4.4ubuntu1,,,"Style neutral, scalable cursor theme"
1183,libminiupnpc8,1.6-3ubuntu2.14.04.1, libc6 (>= 2.15),,UPnP IGD client lightweight library
1184,libacl1,2.2.52-1," libattr1 (>= 1:2.4.46-8), libc6 (>= 2.14)",multiarch-support,Access control list shared library
1185,libcogl-pango15,1.16.2-1," libc6 (>= 2.2.5), libcairo2 (>= 1.10), libcogl15 (>= 1.15.8), libglib2.0-0 (>= 2.37.3), libpango-1.0-0 (>= 1.28.3-5), libpangocairo-1.0-0 (>= 1.28.3-5)",multiarch-support,Object oriented GL/GLES Abstraction/Utility Layer
1186,python-gnomekeyring,2.32.0+dfsg-3," libc6 (>= 2.4), libglib2.0-0 (>= 2.12.0), libgnome-keyring0 (>= 3.2.2-2~), python (>= 2.7), python (<< 2.8), python-gtk2",,Python bindings for the GNOME keyring library
1187,friends-twitter,0.2.0+14.04.20140217.1-0ubuntu1," friends, python3:any (>= 3.3.2-2~), account-plugin-twitter",,Social integration with the desktop - Twitter
1188,libstartup-notification0,0.12-3ubuntu1," libc6 (>= 2.4), libx11-xcb1, libxcb-util0 (>= 0.3.8), libxcb1",multiarch-support,library for program launch feedback (shared library)
1189,libtxc-dxtn-s2tc0,0~git20131104-1.1," libc6 (>= 2.3.4), libstdc++6 (>= 4.1.1)",multiarch-support,Texture compression library for Mesa
1190,libpam-runtime,1.1.8-1ubuntu2," debconf (>= 0.5) | debconf-2.0, debconf (>= 1.5.19) | cdebconf, libpam-modules (>= 1.0.1-6)",,Runtime support for the PAM library
1191,libnl-route-3-200,3.2.21-1," libnl-3-200 (= 3.2.21-1), libc6 (>= 2.14)",multiarch-support,library for dealing with netlink sockets - route interface
1192,geoip-database,20140313-1,,,IP lookup command line tools that use the GeoIP library (country database)
1193,fonts-kacst-one,5.0+svn11846-7,,dpkg (>= 1.15.6~),TrueType font designed for Arabic language
