id,package_name,version,depends,predepends,description
116,libssl1.0.0,1.0.1f-1ubuntu2.4+1cdos1.8," libc6 (>= 2.14), debconf (>= 0.5) | debconf-2.0",multiarch-support,Secure Sockets Layer toolkit - shared libraries
117,cups-ppdc,1.7.2-0ubuntu1.2+1cdos1," libc6 (>= 2.4), libcups2 (>= 1.6.2), libcupsppdc1 (>= 1.4.0), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.1.1), cups-common (>= 1.7.2-0ubuntu1.2+1cdos1)",,Common UNIX Printing System(tm) - PPD manipulation utilities
118,libdbus-1-3,1.6.18-0ubuntu4.2, libc6 (>= 2.14),multiarch-support,simple interprocess messaging system (library)
119,gnome-user-guide,3.8.2-1+1cdos1, yelp (>= 3),,GNOME user's guide
120,nemo-data,2.2.2+qiana+1cdos3.19+1.10.0, dconf-gsettings-backend | gsettings-backend,,data files for nemo
121,libpeas-1.0-0,1.8.1-2ubuntu3+1cdos1+1.10.0," libc6 (>= 2.14), libgirepository-1.0-1 (>= 0.9.2), libglib2.0-0 (>= 2.31.8), libgtk-3-0 (>= 3.0.0), libpython2.7 (>= 2.7), libpython3.4 (>= 3.4~b1), libpeas-common",,Application plugin library
122,libperl5.18,5.18.2-2ubuntu2," libc6 (>= 2.14), perl-base (= 5.18.2-2ubuntu2)",,shared Perl library
123,libvorbisfile3,1.3.2-1.3ubuntu2," libc6 (>= 2.14), libogg0 (>= 1.1.0), libvorbis0a (= 1.3.2-1.3ubuntu2)",multiarch-support,The Vorbis General Audio Compression Codec (High Level API)
124,bootlogd,2.88dsf-41ubuntu7+1cdos6+1.10.0," libc6 (>= 2.15), lsb-base (>= 3.2-14)",,daemon to log boot messages
125,gettext-base,0.18.3.1-1ubuntu4," libc6 (>= 2.14), libasprintf0c2 (>= 0.18.1.1-6)",,GNU Internationalization utilities for the base system
126,libflac8,1.3.0-3," libc6 (>= 2.14), libogg0 (>= 1.0rc3)",multiarch-support,Free Lossless Audio Codec - runtime C library
127,module-init-tools,15-0ubuntu7," libkmod2, kmod",dpkg (>= 1.15.7.2),transitional dummy package (module-init-tools to kmod)
128,libenca0,1.15-3, libc6 (>= 2.14),multiarch-support,Extremely Naive Charset Analyser - shared library files
129,libffi6,3.1~rc1+r3.0.13-13, libc6 (>= 2.14),multiarch-support,Foreign Function Interface library runtime
130,man-db,2.6.7.1-2," groff-base (>= 1.18.1.1-15), bsdmainutils, debconf (>= 1.2.0) | debconf-2.0, libc6 (>= 2.14), libgdbm3 (>= 1.8.3), libpipeline1 (>= 1.3.0), zlib1g (>= 1:1.1.4)",dpkg (>= 1.16.1~),on-line manual pager
131,libbrasero-media3-1,3.10.0-0ubuntu1+2cdos5+1.10.0," libappindicator3-1 (>= 0.2.96), libburn4 (>= 1.3.4), libc6 (>= 2.14), libcairo2 (>= 1.10.0), libcanberra-gtk3-0 (>= 0.25), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.0.0), libgstreamer1.0-0 (>= 1.0.0), libgtk-3-0 (>= 3.0.0), libisofs6 (>= 1.2.6), libnotify4 (>= 0.7.0), libpango-1.0-0 (>= 1.14.0), libpangocairo-1.0-0 (>= 1.14.0), libtotem-plparser18 (>= 3.10.0), libunity9 (>= 3.4.6), libxml2 (>= 2.7.4), brasero-common (= 3.10.0-0ubuntu1+2cdos5+1.10.0), dvd+rw-tools",,CD/DVD burning library for GNOME - runtime
132,cinnamon-session,2.2.1+qiana+1cdos3.5+1.10.0," libc6 (>= 2.7), libcairo2 (>= 1.2.4), libcanberra0 (>= 0.2), libdbus-1-3 (>= 1.0.2), libdbus-glib-1-2 (>= 0.88), libgdk-pixbuf2.0-0 (>= 2.22.0), libgl1-mesa-glx | libgl1, libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.0.0), libice6 (>= 1:1.0.0), libsm6, libupower-glib1 (>= 0.9.0), libx11-6, libxau6, libxcomposite1 (>= 1:0.3-1), libxext6, libxrender1, libxtst6, dconf-gsettings-backend | gsettings-backend, dbus-x11, cinnamon-desktop-data, cinnamon-session-common, consolekit, upower (>= 0.9.0)",,Cinnamon Session Manager - Minimal runtime
133,archdetect-deb,1.95ubuntu2.2," libc6 (>= 2.3.4), libdebian-installer4 (>= 0.88ubuntu5)",,Hardware architecture detector
134,sound-theme-freedesktop,0.8-2,,,freedesktop.org sound theme
135,localechooser-data,2.49ubuntu6, iso-codes,,Lists of locales supported by the installer
136,libcairo2,1.13.0~20140204-0ubuntu2," libc6 (>= 2.14), libfontconfig1 (>= 2.9.0), libfreetype6 (>= 2.3.5), libpixman-1-0 (>= 0.30.0), libpng12-0 (>= 1.2.13-4), libx11-6, libxcb-render0, libxcb-shm0, libxcb1 (>= 1.6), libxext6, libxrender1, zlib1g (>= 1:1.1.4)",multiarch-support,The Cairo 2D vector graphics library
137,fonts-liberation,1.07.3-4,,,"Fonts with the same metrics as Times, Arial and Courier"
138,pulseaudio-utils,1:4.0-0ubuntu12+1cdos3+1.10.0," libc6 (>= 2.16), libcap2 (>= 2.10), libice6 (>= 1:1.0.0), libpulse0 (>= 1:3.0), libsm6, libsndfile1 (>= 1.0.20), libx11-6, libx11-xcb1, libxcb1, libxtst6, libpulsedsp",,Command line tools for the PulseAudio sound server
139,libgdbm3,1.8.3-12build2," libc6 (>= 2.14), dpkg (>= 1.15.4) | install-info",multiarch-support,GNU dbm database routines (runtime version)
140,libexif12,0.6.21-1ubuntu2, libc6 (>= 2.14),multiarch-support,library to parse EXIF files
141,libavcodec54,6:9.14-0ubuntu0.14.04.2," libavutil52 (>= 6:9.1-1), libc6 (>= 2.14), libgsm1 (>= 1.0.13), libmp3lame0, libopenjpeg2, libopus0 (>= 1.0.3), libschroedinger-1.0-0 (>= 1.0.7), libspeex1 (>= 1.2~beta3-1), libtheora0 (>= 1.0), libva1 (>> 1.3.0~), libvorbis0a (>= 1.1.2), libvorbisenc2 (>= 1.1.2), libvpx1 (>= 1.0.0), libx264-142, libxvidcore4 (>= 1.2.2), zlib1g (>= 1:1.2.0)",multiarch-support,Libav codec library
142,libsox-fmt-alsa,14.4.1-3ubuntu2," libasound2 (>= 1.0.16), libc6 (>= 2.2.5), libsox2",,SoX alsa format I/O library
143,libgcrypt11,1.5.3-2ubuntu5," libc6 (>= 2.15), libgpg-error0 (>= 1.10)",multiarch-support,LGPL Crypto library - runtime library
144,libframe6,2.5.0daily13.06.05-0ubuntu2," libc6 (>= 2.7), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.6), libx11-6, libxi6 (>= 2:1.5.99.2)",multiarch-support,Touch Frame Library
145,libaccounts-qt5-1,1.11+14.04.20140410.1-0ubuntu2," libaccounts-glib0 (>= 1.14), libc6 (>= 2.14), libglib2.0-0 (>= 2.35.8), libqt5core5a (>= 5.0.2), libqt5xml5 (>= 5.0.2), libstdc++6 (>= 4.1.1)",multiarch-support,QT library for single sign on
146,gjs,1.40.1-0ubuntu0.3," libc6 (>= 2.2.5), libgjs0-libmozjs-24-0, libgjs0e (>= 1.40.1), libglib2.0-0 (>= 2.36.0)",,Mozilla-based javascript bindings for the GNOME platform
147,signon-plugin-oauth2,0.19+14.04.20140305-0ubuntu3+1cdos1," libc6 (>= 2.2.5), libqt5core5a (>= 5.2.0), libqt5network5 (>= 5.0.2), libstdc++6 (>= 4.1.1), signon-ui",,Single Signon oauth2 plugin
148,libpciaccess-dev,0.13.2-2, libpciaccess0 (= 0.13.2-2),,Generic PCI access library for X - development files
149,python-dbus,1.2.0-2build3," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), libc6 (>= 2.4), libdbus-1-3 (>= 1.5.12), libdbus-glib-1-2 (>= 0.78), libglib2.0-0 (>= 2.12.0), python-dbus-dev",,simple interprocess messaging system (Python interface)
150,libxshmfence1,1.1-3, libc6 (>= 2.4),multiarch-support,X shared memory fences - shared library
151,gstreamer1.0-pulseaudio,1.2.4-1~ubuntu2," libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.0.0), libgstreamer1.0-0 (>= 1.2.0), libpulse0 (>= 1:2.0)",,GStreamer plugin for PulseAudio
152,xserver-xorg-video-sis,1:0.10.7-0ubuntu7," libc6 (>= 2.14), xorg-video-abi-15, xserver-xorg-core (>= 2:1.14.99.902)",,X.Org X server -- SiS display driver
153,python-tk,2.7.5-1ubuntu2," python (>= 2.7), python (<< 2.8), blt (>= 2.4z-4.1), libc6 (>= 2.4), libtcl8.6 (>= 8.6.0), libtk8.6 (>= 8.6.0)",,Tkinter - Writing Tk applications with Python
154,libmpdec2,2.4.0-7, libc6 (>= 2.14),multiarch-support,library for decimal floating point arithmetic (runtime library)
155,libwildmidi-config,0.2.3.4-2.1ubuntu4,,,software MIDI player configuration
156,eog,3.10.2-0ubuntu5+12cdos2+1.10.0," libatk1.0-0 (>= 1.32.0-2~), libc6 (>= 2.14), libcairo2 (>= 1.10.0), libexempi3 (>= 2.2.0), libexif12, libgdk-pixbuf2.0-0 (>= 2.22.0), libgirepository-1.0-1 (>= 0.9.3), libglib2.0-0 (>= 2.37.3), libgnome-desktop-3-7 (>= 3.2.0), libgrip0 (>= 0.1.0), libgtk-3-0 (>= 3.7.8), libjpeg8 (>= 8c), liblcms2-2 (>= 2.2+git20110628), libpeas-1.0-0 (>= 1.0.0), librsvg2-2 (>= 2.36.2), libx11-6, libxml2 (>= 2.7.4), zlib1g (>= 1:1.1.4), dconf-gsettings-backend | gsettings-backend, gir1.2-gtk-3.0, gnome-icon-theme (>= 2.19.1), shared-mime-info (>= 0.20), gsettings-desktop-schemas (>= 2.91.92), gir1.2-peas-1.0",,Eye of GNOME graphics viewer program
157,gnome-search-tool,3.6.0-5+6cdos5+1.10.0," libatk1.0-0 (>= 1.12.4), libc6 (>= 2.7), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.0.0), libice6 (>= 1:1.0.0), libsm6, dconf-gsettings-backend | gsettings-backend",,GNOME tool to search files
158,isc-dhcp-common,4.2.4-7ubuntu13," libc6 (>= 2.15), debianutils (>= 2.8.2)",,common files used by all the isc-dhcp* packages
159,libwebkitgtk-1.0-0,2.4.3-1ubuntu3," libjavascriptcoregtk-1.0-0 (= 2.4.3-1ubuntu3), libatk1.0-0 (>= 2.7.91), libc6 (>= 2.14), libcairo2 (>= 1.10.0), libenchant1c2a (>= 1.6.0), libfontconfig1 (>= 2.9.0), libfreetype6 (>= 2.2.1), libgcc1 (>= 1:4.1.1), libgdk-pixbuf2.0-0 (>= 2.22.0), libgeoclue0 (>= 0.11.1+git20091217), libgl1-mesa-glx | libgl1, libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.2.0), libgstreamer1.0-0 (>= 1.2.0), libgtk2.0-0 (>= 2.24.10), libharfbuzz-icu0 (>= 0.9.18), libharfbuzz0b (>= 0.9.18), libicu52 (>= 52~m1-1~), libjpeg8 (>= 8c), libpango-1.0-0 (>= 1.30.0), libpng12-0 (>= 1.2.13-4), libsecret-1-0 (>= 0.7), libsoup2.4-1 (>= 2.44.0), libsqlite3-0 (>= 3.5.9), libstdc++6 (>= 4.8.1), libwebp5, libx11-6, libxcomposite1 (>= 1:0.3-1), libxdamage1 (>= 1:1.1), libxml2 (>= 2.7.4), libxrender1, libxslt1.1 (>= 1.1.25), libxt6, zlib1g (>= 1:1.2.0), libwebkitgtk-1.0-common (>= 2.4.3)",multiarch-support,Web content engine library for GTK+
160,python-wnck,2.32.0+dfsg-4," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.12.0), libgtk2.0-0 (>= 2.8.0), libwnck22 (>= 1:2.22), python (>= 2.7), python (<< 2.8), python-gtk2",,Python bindings for the WNCK library
161,libxkbcommon-dev,0.4.1-0ubuntu2, libxkbcommon0 (= 0.4.1-0ubuntu2),,library interface to the XKB compiler - development files
162,evolution-data-server-common,3.10.4-0ubuntu1.2, dconf-gsettings-backend | gsettings-backend,,architecture independent files for Evolution Data Server
163,libsdl1.2debian,1.2.15-8ubuntu1.2," libasound2 (>= 1.0.16), libc6 (>= 2.15), libcaca0 (>= 0.99.beta17-1), libpulse0 (>= 1:0.99.1), libx11-6 (>= 2:1.4.99.1), libxext6",multiarch-support,Simple DirectMedia Layer
164,libxinerama1,2:1.1.3-2," libc6 (>= 2.2.5), libx11-6 (>= 2:1.6.0), libxext6",multiarch-support,X11 Xinerama extension library
165,libatomic1,4.8.2-19ubuntu2+1cdos1," gcc-4.8-base (= 4.8.2-19ubuntu2+1cdos1), libc6 (>= 2.14)",multiarch-support,support library providing __atomic built-in functions
166,gnome-system-monitor,3.8.2.1-2ubuntu1+2cdos3+1.10.0," dconf-gsettings-backend | gsettings-backend, libc6 (>= 2.14), libcairo2 (>= 1.2.4), libgcc1 (>= 1:4.1.1), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.31.8), libglibmm-2.4-1c2a (>= 2.36.2), libgtk-3-0 (>= 3.5.12), libgtkmm-3.0-1 (>= 3.8.1), libgtop2-7 (>= 2.22.3), libpango-1.0-0 (>= 1.14.0), libpangocairo-1.0-0 (>= 1.14.0), librsvg2-2 (>= 2.35.0), libsigc++-2.0-0c2a (>= 2.0.2), libstdc++6 (>= 4.6), libwnck-3-0 (>= 2.91.6)",,Process viewer and system resource monitor for GNOME
167,libuuid1,2.20.1-5.1ubuntu20.2," passwd, libc6 (>= 2.4)",multiarch-support,Universally Unique ID library
168,libgtop2-common,2.28.5-3,,,gtop system monitoring library (common)
169,libgtk2.0-cil,2.12.10-6," cli-common (>= 0.5.6), libatk1.0-0 (>= 2.10.0), libcairo2 (>= 1.12.0), libgdk-pixbuf2.0-0 (>= 2.30.7), libglib2.0-0 (>= 2.40.0), libglib2.0-cil (= 2.12.10-6), libgtk2.0-0 (>= 2.24.0), libmono-cairo4.0-cil (>= 3.2.1), libmono-corlib4.5-cil (>= 3.2.8), libmono-system-drawing4.0-cil (>= 3.0.6), libpango-1.0-0 (>= 1.36.3), libpangocairo-1.0-0 (>= 1.36.3), libc6 (>= 2.2.5)",,CLI binding for the GTK+ toolkit 2.12
170,python-audit,1:2.3.7-1ubuntu2+2cdos2," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), libaudit1 (>= 1:2.3.6), libauparse0 (>= 1:2.2.1), libc6 (>= 2.14)",,Python bindings for security auditing
171,libedataserver-1.2-18,3.10.4-0ubuntu1.2," libc6 (>= 2.14), libcamel-1.2-45, libgcr-base-3-1 (>= 3.8.0), libglib2.0-0 (>= 2.37.3), libsoup2.4-1 (>= 2.40.3), libxml2 (>= 2.7.4), evolution-data-server-common (>= 3.10)",,Utility library for evolution data servers
172,libspandsp2,0.0.6~pre21-3," libc6 (>= 2.15), libtiff5 (>= 4.0.3)",,Telephony signal processing library
173,tokencoffer,0.1+2cdos2," libc6 (>= 2.15), libcryptgb, libcurl3-gnutls (>= 7.16.2)",,<insert up to 60 chars description>
174,ubiquity-ubuntu-artwork,2.18.8-1linuxmint4+1cdos1.29,,,Ubuntu artwork for Ubiquity live installer
175,libtasn1-6,3.4-3ubuntu0.2, libc6 (>= 2.14),multiarch-support,Manage ASN.1 structures (runtime)
176,libopencv-flann2.4,2.4.8+dfsg1-2ubuntu2," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libopencv-core2.4 (= 2.4.8+dfsg1-2ubuntu2), libstdc++6 (>= 4.4.0)",multiarch-support,computer vision Clustering and Search in Multi-Dimensional spaces library
177,libcurl3-gnutls,7.35.0-1ubuntu2+1cdos1.6," libc6 (>= 2.17), libgcrypt11 (>= 1.5.1), libgnutls26 (>= 2.12.17-0), libgssapi-krb5-2 (>= 1.10+dfsg~), libidn11 (>= 1.13), libldap-2.4-2 (>= 2.4.7), librtmp0 (>= 2.3), zlib1g (>= 1:1.1.4)",multiarch-support,easy-to-use client-side URL transfer library (GnuTLS flavour)
178,libsoup2.4-1,2.44.2-1ubuntu3," libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3), libsqlite3-0 (>= 3.5.9), libxml2 (>= 2.7.4), glib-networking (>= 2.32.0)",multiarch-support,HTTP library implementation in C -- Shared library
179,lsb-base,4.1+Debian11ubuntu6mint1+1cdos2,,,Linux Standard Base 4.1 init script functionality
180,gnome-settings-daemon,3.8.6.1-0ubuntu11+1cdos2," libaccountsservice0 (>= 0.6.35-0ubuntu7.2), libc6 (>= 2.14), libcairo2 (>= 1.10.0), libcanberra-gtk3-0 (>= 0.25), libcanberra0 (>= 0.2), libcolord1 (>= 0.1.31), libcups2 (>= 1.6.0), libfontconfig1 (>= 2.9.0), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgnome-desktop-3-7 (>= 3.7.90), libgtk-3-0 (>= 3.9.10), libgudev-1.0-0 (>= 146), libibus-1.0-5 (>= 1.5.1), liblcms2-2 (>= 2.2+git20110628), libnotify4 (>= 0.7.3), libpango-1.0-0 (>= 1.22.0), libpulse-mainloop-glib0 (>= 1:0.99.1), libpulse0 (>= 1:0.99.1), librsvg2-2 (>= 2.36.2), libupower-glib1 (>= 0.9.0), libwacom2 (>= 0.7), libx11-6, libxext6, libxfixes3 (>= 1:4.0.1), libxi6 (>= 2:1.2.99.4), libxkbfile1, libxtst6, accountsservice (>= 0.6.34), gsettings-desktop-schemas (>= 3.7.2.1), nautilus-data (>= 2.91.3-1), gnome-settings-daemon-schemas (= 3.8.6.1-0ubuntu11+1cdos2)",,daemon handling the GNOME session settings
181,fontconfig,2.11.0-0ubuntu4.2," fontconfig-config, libc6 (>= 2.3.4), libfontconfig1 (>= 2.9.0), libfreetype6 (>= 2.2.1)",,generic font configuration library - support binaries
182,libsoup-gnome2.4-1,2.44.2-1ubuntu3," libc6 (>= 2.2.5), libglib2.0-0 (>= 2.37.3), libsoup2.4-1 (>= 2.41.90)",multiarch-support,HTTP library implementation in C -- GNOME support library
183,libparted0debian1,2.3-19ubuntu2," libblkid1 (>= 2.17.2), libc6 (>= 2.14), libdevmapper1.02.1 (>= 2:1.02.36), libuuid1 (>= 2.16)",multiarch-support,disk partition manipulator - shared library
184,libxinerama-dev,2:1.1.3-2," libxinerama1 (= 2:1.1.3-2), libx11-dev, libxext-dev, x11proto-xinerama-dev (>= 1.2)",,X11 Xinerama extension library (development headers)
185,metacity,1:2.34.13-0ubuntu5.1+1.10.0," libatk1.0-0 (>= 1.12.4), libc6 (>= 2.14), libcairo2 (>= 1.2.4), libcanberra-gtk0 (>= 0.2), libcanberra0 (>= 0.2), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgtk2.0-0 (>= 2.24.0), libice6 (>= 1:1.0.0), libmetacity-private0a (= 1:2.34.13-0ubuntu5.1+1.10.0), libpango-1.0-0 (>= 1.14.0), libpangocairo-1.0-0 (>= 1.14.0), libsm6, libstartup-notification0 (>= 0.7), libx11-6 (>= 2:1.4.99.1), libxcomposite1 (>= 1:0.3-1), libxcursor1 (>> 1.1.2), libxdamage1 (>= 1:1.1), libxext6, libxfixes3, libxinerama1, libxrandr2, libxrender1, metacity-common (= 1:2.34.13-0ubuntu5.1+1.10.0), gsettings-desktop-schemas (>= 3.3.0), zenity, gnome-icon-theme",,lightweight GTK+ window manager
186,cpp-4.8,4.8.2-19ubuntu2+1cdos1," gcc-4.8-base (= 4.8.2-19ubuntu2+1cdos1), libc6 (>= 2.14), libcloog-isl4 (>= 0.17), libgmp10, libisl10 (>= 0.10), libmpc3, libmpfr4 (>= 3.1.2), zlib1g (>= 1:1.1.4)",,GNU C preprocessor
187,libjavascriptcoregtk-3.0-0,2.4.3-1ubuntu3," libc6 (>= 2.14), libglib2.0-0 (>= 2.36.0), libicu52 (>= 52~m1-1~), libstdc++6 (>= 4.8.1), zlib1g (>= 1:1.1.4)",multiarch-support,JavaScript engine library from WebKitGTK+
188,add-apt-key,1.0-0.6," apt, gnupg",,Command line tool to add GPG keys to the APT keyring
189,cpp-4.7,4.7.3-12ubuntu2," gcc-4.7-base (= 4.7.3-12ubuntu2), libc6 (>= 2.14), libcloog-ppl1, libgmp10, libmpc3, libmpfr4 (>= 3.1.2), libppl-c4, zlib1g (>= 1:1.1.4)",,GNU C preprocessor
190,python-opencv,2.4.8+dfsg1-2ubuntu2," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libopencv-calib3d2.4, libopencv-contrib2.4, libopencv-core2.4, libopencv-features2d2.4, libopencv-flann2.4, libopencv-highgui2.4, libopencv-imgproc2.4, libopencv-legacy2.4, libopencv-ml2.4, libopencv-objdetect2.4, libopencv-photo2.4, libopencv-video2.4, libpython2.7 (>= 2.7), libstdc++6 (>= 4.1.1), python-numpy-abi9, python-numpy (>= 1:1.6.1)",,Python bindings for the computer vision library
191,user-setup,1.48ubuntu3," debconf (>= 0.5) | debconf-2.0, passwd, adduser",,Set up initial user and password
192,procps,1:3.3.9-1ubuntu3," libc6 (>= 2.15), libncurses5 (>= 5.5-5~), libncursesw5 (>= 5.6+20070908), libprocps3, libtinfo5, sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), lsb-base (>= 3.0-10), initscripts",,/proc file system utilities
193,wpasupplicant,2.1-0ubuntu2," libc6 (>= 2.15), libdbus-1-3 (>= 1.1.4), libnl-3-200 (>= 3.2.7), libnl-genl-3-200 (>= 3.2.7), libpcsclite1 (>= 1.0.0), libreadline5 (>= 5.2), libssl1.0.0 (>= 1.0.1), lsb-base (>= 3.0-6), adduser, initscripts (>= 2.88dsf-13.3)",,client support for WPA and WPA2 (IEEE 802.11i)
194,gstreamer0.10-nice,0.1.4-2," libc6 (>= 2.14), libglib2.0-0 (>= 2.37.3), libgstreamer0.10-0 (>= 0.10.35.2-2), libnice10 (>= 0.1.0)",,ICE library (GStreamer 0.10 plugin)
195,language-pack-en,1:14.04+20140708, language-pack-en-base (>= 1:14.04+20140707),dpkg (>= 1.16.1),translation updates for language English
196,apturl,0.5.2ubuntu5.1+1.10.0," python3:any (>= 3.3.2-2~), python3, gconf2 (>= 2.28.1-2), apturl-common (= 0.5.2ubuntu5.1+1.10.0), gnome-icon-theme (>= 2.14.0-1), python3-gi, software-properties-gtk, python3-aptdaemon, python3-aptdaemon.gtk3widgets, gir1.2-gtk-3.0, gir1.2-webkit-3.0",,install packages using the apt protocol - GTK+ frontend
197,libgeoip1,1.6.0-2, libc6 (>= 2.4),multiarch-support,non-DNS IP-to-country resolver library
198,dnsutils,1:9.9.5.dfsg-4," libbind9-90 (= 1:9.9.5.dfsg-4), libc6 (>= 2.4), libdns100 (= 1:9.9.5.dfsg-4), libisc95 (= 1:9.9.5.dfsg-4), libisccfg90 (= 1:9.9.5.dfsg-4), libkrb5-3 (>= 1.6.dfsg.2), liblwres90 (= 1:9.9.5.dfsg-4), bind9-host | host",,Clients provided with BIND
199,libgtksourceview-3.0-1,3.10.2-0ubuntu2," libc6 (>= 2.14), libcairo2 (>= 1.2.4), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.38.0), libgtk-3-0 (>= 3.10), libpango-1.0-0 (>= 1.18.0), libpangocairo-1.0-0 (>= 1.14.0), libxml2 (>= 2.7.4), libgtksourceview-3.0-common (>= 3.10.2-0ubuntu2)",multiarch-support,shared libraries for the GTK+ syntax highlighting widget
200,binfmt-support,2.1.4-2," libc6 (>= 2.14), libpipeline1 (>= 1.0.0), init-system-helpers (>= 1.13~), lsb-base (>= 4.1+Debian3)",,Support for extra binary formats
201,fcitx-module-lua,1:4.2.8.3-3precise1+18cdos6.8+1.10.0," libc6 (>= 2.14), liblua5.2-0, fcitx-modules",,Flexible Input Method Framework - Lua module
202,libgconf-2-4,3.2.6-0ubuntu3," libc6 (>= 2.4), libdbus-1-3 (>= 1.0.2), libdbus-glib-1-2 (>= 0.78), libglib2.0-0 (>= 2.35.9), gconf2-common (= 3.2.6-0ubuntu3)",multiarch-support,GNOME configuration database system (shared libraries)
203,libgvnc-1.0-0,0.5.3-0ubuntu3," libc6 (>= 2.14), libgcrypt11 (>= 1.5.1), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgnutls26 (>= 2.12.17-0), libpulse0 (>= 1:0.99.1), libsasl2-2 (>= 2.1.24), zlib1g (>= 1:1.1.4)",,VNC gobject wrapper (runtime libraries)
204,python3-pycurl,7.19.3-0ubuntu4," libc6 (>= 2.15), libcurl3-gnutls (>= 7.18.0), python3 (>= 3.4~), python3 (<< 3.5)",,Python 3 bindings to libcurl
205,fonts-wqy-zenhei,0.9.45-5ubuntu2, fontconfig (>= 2.3.1-1),, WenQuanYi Zen Hei  A Hei-Ti Style (sans-serif) Chinese font
206,xutils-dev,1:7.7~1ubuntu7," libc6 (>= 2.14), cpp",,X Window System utility programs for development
207,python3-aptdaemon,1.1.1-1ubuntu6," python3:any (>= 3.3.2-2~), gir1.2-glib-2.0, python3-apt (>= 0.8.5~ubuntu1), python3-defer (>= 1.0.6), python3-dbus, python3-gi, python3-pkg-resources, iso-codes",,Python 3 module for the server and client of aptdaemon
208,libgles2-mesa,10.1.3-0ubuntu0.2," libglapi-mesa (= 10.1.3-0ubuntu0.2), libc6 (>= 2.2.5)",multiarch-support,free implementation of the OpenGL|ES 2.x API -- runtime
209,libtool,2.4.2-1.7ubuntu2," gcc | c-compiler, cpp, libc6-dev | libc-dev, file, autotools-dev",,Generic library support script
210,libllvm3.4,1:3.4-1ubuntu4," libc6 (>= 2.15), libffi6 (>= 3.0.4), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.6), libtinfo5, zlib1g (>= 1:1.2.0)",multiarch-support,"Modular compiler and toolchain technologies, runtime library"
211,libcairo-script-interpreter2,1.13.0~20140204-0ubuntu2," libc6 (>= 2.14), libcairo2 (>= 1.13.0~20140204), libfontconfig1 (>= 2.9.0), libfreetype6 (>= 2.2.1), liblzo2-2, zlib1g (>= 1:1.1.4)",multiarch-support,The Cairo 2D vector graphics library (script interpreter)
212,libopencv-ml2.4,2.4.8+dfsg1-2ubuntu2," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libopencv-core2.4 (= 2.4.8+dfsg1-2ubuntu2), libstdc++6 (>= 4.1.1), libtbb2",multiarch-support,computer vision Machine Learning library
213,libqtgui4,4:4.8.5+git192-g085f851+dfsg-2ubuntu5," fontconfig, libaudio2, libc6 (>= 2.15), libfontconfig1 (>= 2.9.0), libfreetype6 (>= 2.3.5), libgcc1 (>= 1:4.1.1), libglib2.0-0 (>= 2.12.0), libice6 (>= 1:1.0.0), libjpeg8 (>= 8c), libpng12-0 (>= 1.2.13-4), libqt4-declarative (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu5), libqtcore4 (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu5), libsm6, libstdc++6 (>= 4.1.1), libtiff5 (>= 4.0.3), libx11-6 (>= 2:1.2.99.901), libxext6, libxi6 (>= 2:1.2.99.4), libxrender1, zlib1g (>= 1:1.1.4)",multiarch-support,Qt 4 GUI module
214,libboost-system1.54.0,1.54.0-4ubuntu3.2," libc6 (>= 2.4), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.1.1)",multiarch-support,Operating system (e.g. diagnostics support) library
215,libspeex1,1.2~rc1.1-1ubuntu2, libc6 (>= 2.14),multiarch-support,The Speex codec runtime library
